"ACTION","REWARD","A0","A1","A2","A3","V"
"3","0.0","-0.0702515","-0.0549198","-0.0876026","-0.0400097","2.14298"
"3","0.0","-0.0763639","-0.0693935","-0.0897319","-0.0437203","2.16457"
"2","0.0","-0.0914062","-0.0729702","-0.102689","-0.065625","2.17926"
"1","0.0","-0.0222492","0.107109","-0.0487995","0.00830759","2.16426"
"3","0.0","-0.0481713","-0.0769038","-0.0743143","-0.0196477","2.2587"
"3","0.0","-0.0633662","-0.0409377","-0.0842159","-0.0375759","2.23465"
"3","0.0","-0.0624215","-0.0275328","-0.0640986","-0.0285323","2.23362"
"1","0.0","-0.0413896","0.000673393","-0.0354862","-0.0138274","2.39859"
"1","0.0","-0.019557","0.0147852","-0.011449","-0.00425653","2.51954"
"1","0.0","0.0042649","0.0348721","0.0122053","0.0247273","2.52606"
"3","0.0","0.00914045","0.030863","0.0103088","0.0274671","2.47482"
"1","0.0","0.00251578","0.0184497","0.00179404","0.0163901","2.45707"
"2","0.0","-0.00219796","0.00181155","-0.00308244","0.00256852","2.45112"
"0","0.0","0.00767248","-0.00131392","0.00221961","0.00957","2.42755"
"0","0.0","0.0200864","0.00670534","0.0119457","0.0211641","2.40304"
"0","0.0","0.0391212","0.0178197","0.0218584","0.039607","2.41418"
